customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03538,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,116.64,3387.4,No
CUST-03539,Male,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),102.66,3386.0,No
CUST-03540,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.51,4815.67,No
CUST-03541,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,107.59,2264.12,Yes
CUST-03542,Male,0,Yes,No,4,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,67.73,266.23,No
CUST-03543,Female,0,Yes,No,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),67.61,674.74,Yes
CUST-03544,Male,0,No,No,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,86.95,2696.05,Yes
CUST-03545,Male,0,Yes,No,23,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.29,2470.49,No
CUST-03546,Male,0,No,No,10,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,39.29,390.07,No
CUST-03547,Female,1,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,62.0,615.54,No
CUST-03548,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,95.0,1521.97,No
CUST-03549,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),46.83,1447.7,Yes
CUST-03550,Male,0,Yes,Yes,26,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,23.67,612.86,No
CUST-03551,Male,1,Yes,Yes,31,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),60.02,1858.3,No
CUST-03552,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,117.2,7035.38,No
CUST-03553,Female,0,Yes,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,83.9,2014.39,No
CUST-03554,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),97.33,6131.31,No
CUST-03555,Female,1,Yes,No,63,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),28.32,1779.42,No
CUST-03556,Male,1,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,71.95,1942.73,Yes
CUST-03557,Male,0,Yes,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,107.43,4191.9,No
CUST-03558,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,107.74,1405.39,No
CUST-03559,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.91,4834.14,No
CUST-03560,Female,0,No,Yes,38,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.12,3881.13,No
CUST-03561,Female,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,107.15,105.36,Yes
CUST-03562,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,38.94,3.16,Yes
CUST-03563,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,20.66,640.86,Yes
CUST-03564,Male,0,Yes,No,63,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),84.86,5344.94,No
CUST-03565,Female,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),88.36,2646.96,No
CUST-03566,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),111.57,6363.41,No
CUST-03567,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,74.83,975.8,No
CUST-03568,Female,1,No,Yes,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.26,4162.75,Yes
CUST-03569,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,113.31,1703.4,No
CUST-03570,Male,0,No,Yes,68,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),38.29,2604.29,No
CUST-03571,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.8,3490.11,Yes
CUST-03572,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,22.44,270.79,Yes
CUST-03573,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,99.05,2967.2,No
CUST-03574,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.62,5547.65,No
CUST-03575,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,47.58,950.83,No
CUST-03576,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),72.99,2112.83,No
CUST-03577,Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.09,1936.71,Yes
CUST-03578,Female,1,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.72,3648.0,Yes
CUST-03579,Male,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.53,802.68,No
CUST-03580,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,37.64,1162.27,No
CUST-03581,Male,1,No,No,61,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,71.32,4351.0,No
CUST-03582,Female,0,No,No,44,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,90.45,3981.7,No
CUST-03583,Female,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),107.76,5170.41,No
CUST-03584,Male,0,No,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,73.55,2348.62,No
CUST-03585,Male,0,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,49.08,147.78,Yes
CUST-03586,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),105.5,1793.15,No
CUST-03587,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),116.0,8000.87,Yes
CUST-03588,Male,0,No,No,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,43.4,2730.12,No
CUST-03589,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),79.42,2147.32,No
CUST-03590,Male,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,50.79,2891.98,No
CUST-03591,Male,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),105.67,5811.1,No
CUST-03592,Male,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),59.68,1136.8,No
CUST-03593,Male,0,Yes,Yes,33,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,111.22,3674.41,No
CUST-03594,Male,0,No,No,9,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),66.44,596.95,Yes
CUST-03595,Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,92.67,1945.73,Yes
CUST-03596,Female,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,53.16,214.75,Yes
CUST-03597,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,71.74,3081.35,No
CUST-03598,Female,0,Yes,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,88.42,710.76,No
CUST-03599,Male,0,No,No,42,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),37.41,1568.94,No
CUST-03600,Male,0,No,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.78,106.5,No
CUST-03601,Female,0,Yes,No,41,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,26.87,1106.05,No
CUST-03602,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.93,3456.22,No
CUST-03603,Female,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.11,3123.73,No
CUST-03604,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.03,1826.58,No
CUST-03605,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.27,1792.95,No
CUST-03606,Female,0,Yes,No,17,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,98.28,1667.32,No
CUST-03607,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.57,938.65,No
CUST-03608,Male,0,Yes,Yes,45,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),27.09,1220.91,No
CUST-03609,Female,1,No,No,35,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,50.54,1767.53,No
CUST-03610,Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),65.18,4234.09,Yes
CUST-03611,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.12,1806.19,No
CUST-03612,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.11,346.34,Yes
CUST-03613,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),100.31,2809.98,Yes
CUST-03614,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,97.03,293.5,Yes
CUST-03615,Male,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,75.91,3646.83,Yes
CUST-03616,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,64.51,4580.43,No
CUST-03617,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),112.52,791.86,No
CUST-03618,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),29.68,1516.57,No
CUST-03619,Male,0,No,No,68,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.11,4770.34,Yes
CUST-03620,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),50.75,1010.17,No
CUST-03621,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,63.43,1644.67,Yes
CUST-03622,Female,0,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),83.27,3083.64,No
CUST-03623,Female,0,No,Yes,4,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.95,305.83,No
CUST-03624,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,90.78,5444.62,No
CUST-03625,Female,1,Yes,No,7,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.87,,No
CUST-03626,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),67.0,1141.52,No
CUST-03627,Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),88.54,267.4,No
CUST-03628,Female,0,Yes,Yes,3,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,99.04,292.62,No
CUST-03629,Female,0,No,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),29.63,1069.59,No
CUST-03630,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Mailed check,50.34,704.14,No
CUST-03631,Male,0,Yes,No,37,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,77.68,2876.56,No
CUST-03632,Male,0,No,Yes,26,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.3,1494.27,No
CUST-03633,Female,0,No,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.8,2717.97,No
CUST-03634,Female,0,Yes,No,45,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,34.5,1554.32,No
CUST-03635,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),40.35,1814.15,No
CUST-03636,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),46.65,2193.77,No
CUST-03637,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.18,5290.61,No
CUST-03638,Female,0,No,No,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,60.36,178.69,No
CUST-03639,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,39.45,708.41,No
CUST-03640,Female,1,No,Yes,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.4,1362.3,No
CUST-03641,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.27,1357.52,Yes
CUST-03642,Male,0,No,No,41,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,38.96,1598.64,No
CUST-03643,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.17,311.52,Yes
CUST-03644,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.61,3460.0,No
CUST-03645,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.33,1257.69,Yes
CUST-03646,Female,0,No,Yes,66,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.9,2762.23,No
CUST-03647,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),62.54,1565.27,Yes
CUST-03648,Male,1,No,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),52.24,3187.92,No
CUST-03649,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),52.03,313.66,No
CUST-03650,Female,0,Yes,No,43,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),114.09,4904.12,No
CUST-03651,Male,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.23,2030.49,Yes
CUST-03652,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,85.35,3498.26,No
CUST-03653,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,37.75,2713.94,No
CUST-03654,Female,1,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.83,3232.28,No
CUST-03655,Female,0,Yes,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,44.36,89.26,No
CUST-03656,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,112.45,1353.65,No
CUST-03657,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,64.79,4467.74,No
CUST-03658,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),111.32,6456.93,No
CUST-03659,Male,1,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Mailed check,69.24,2558.46,No
CUST-03660,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),117.45,7869.52,Yes
CUST-03661,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),88.36,6011.03,No
CUST-03662,Female,0,No,Yes,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.3,3.13,Yes
CUST-03663,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,84.31,4133.19,No
CUST-03664,Male,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,28.23,2029.58,No
CUST-03665,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,81.81,653.98,No
CUST-03666,Male,0,Yes,No,52,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),48.86,2543.89,No
CUST-03667,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,97.04,875.71,No
CUST-03668,Female,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,59.01,1655.31,No
CUST-03669,Female,0,No,No,35,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.95,3739.2,Yes
CUST-03670,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,55.13,1435.66,No
CUST-03671,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.95,797.58,Yes
CUST-03672,Male,0,Yes,Yes,17,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),69.52,1180.41,No
CUST-03673,Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),64.75,514.62,No
CUST-03674,Male,0,Yes,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,23.77,1566.2,No
CUST-03675,Male,0,Yes,No,6,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.38,579.28,No
CUST-03676,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,57.87,3300.61,No
CUST-03677,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),64.81,1879.94,No
CUST-03678,Male,0,No,Yes,72,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,90.5,6520.65,No
CUST-03679,Male,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.93,1372.67,No
CUST-03680,Male,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),43.67,699.47,No
CUST-03681,Female,0,No,No,52,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,40.47,2106.87,No
CUST-03682,Male,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,71.75,356.15,No
CUST-03683,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),105.24,3994.55,No
CUST-03684,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.69,1597.95,Yes
CUST-03685,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.33,2017.6,Yes
CUST-03686,Male,0,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),28.42,1164.8,No
CUST-03687,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.27,1055.1,No
CUST-03688,Female,1,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,46.84,1735.59,Yes
CUST-03689,Female,1,Yes,No,30,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.36,1964.81,No
CUST-03690,Female,1,No,No,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),54.39,1521.13,No
CUST-03691,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.84,519.6,Yes
CUST-03692,Male,1,Yes,No,0,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),62.85,3.26,No
CUST-03693,Female,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.92,4535.95,Yes
CUST-03694,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.43,3977.85,Yes
CUST-03695,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),55.93,507.32,Yes
CUST-03696,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,101.64,1526.47,Yes
CUST-03697,Male,0,Yes,Yes,46,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Mailed check,99.7,4588.0,No
CUST-03698,Female,0,No,Yes,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.61,1743.69,No
CUST-03699,Male,1,No,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,29.51,675.32,No
CUST-03700,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,110.3,772.96,No
CUST-03701,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),35.48,883.9,No
CUST-03702,Female,1,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.14,504.51,No
CUST-03703,Female,0,Yes,Yes,14,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),106.32,1492.18,Yes
CUST-03704,Male,1,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.52,874.95,Yes
CUST-03705,Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),45.17,89.47,No
CUST-03706,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,47.41,707.66,No
CUST-03707,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.38,1153.07,No
CUST-03708,Male,0,No,No,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),83.83,167.34,Yes
CUST-03709,Male,0,Yes,Yes,72,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.41,5355.42,Yes
CUST-03710,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,111.11,7671.53,Yes
CUST-03711,Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),118.68,3564.4,No
CUST-03712,Male,1,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,24.93,398.2,No
CUST-03713,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,106.9,5126.71,No
CUST-03714,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),39.76,80.36,Yes
CUST-03715,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),33.72,1823.05,No
